#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",TotalCases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
208,Sao Tome and Principe,"5,964",,73 ,,"5,884",,7,,"26,316",322,"29,036","128,123","226,626 ",Africa
209,Saint Kitts and Nevis,"5,570",+4,43 ,,"5,519",,8,,"103,359",798,"70,707","1,312,062","53,890 ",North America
210,Cook Islands,"5,229",+29,1 ,,"4,990",+49,238,,"297,204",57,"16,982","965,215","17,594 ",Australia/Oceania
211,Palau,"4,690",,6 ,,"4,043",,641,1,"256,958",329,"46,722","2,559,829","18,252 ",Australia/Oceania
212,St. Barth,"4,544",,6 ,,N/A,N/A,N/A,,"457,511",604,"78,646","7,918,445","9,932 ",North America
213,Kiribati,"3,089",+5,13 ,,"2,601",,475,3,"25,152",106,,,"122,812 ",Australia/Oceania
214,Anguilla,"2,788",,9 ,,"2,766",,13,4,"182,832",590,"51,382","3,369,532","15,249 ",North America
215,Saint Pierre Miquelon,"2,701",,1 ,,"2,449",,251,1,"470,394",174,"23,446","4,083,246","5,742 ",North America
216,Diamond Princess,712,,13 ,,699,,0,,,,,, ,
217,Wallis and Futuna,454,,7 ,,438,,9,,"41,736",644,"20,508","1,885,273","10,878 ",Australia/Oceania
218,Montserrat,371,+98,2 ,,198,+17,171,,"74,230",400,"10,135","2,027,811","4,998 ",North America
219,Falkland Islands,195,+67, ,,N/A,N/A,N/A,,"53,191",,"8,632","2,354,610","3,666 ",South America
220,Macao,82,, ,,82,,0,,123,,"5,375","8,076","665,578 ",Asia
221,Vatican City,29,, ,,29,,0,,"36,025",,,,805 ,Europe
222,Marshall Islands,17,, ,,14,,3,,284,,,,"59,923 ",Australia/Oceania
223,Western Sahara,10,,1 ,,9,,0,,16,2,,,"624,278 ",Africa
224,MS Zaandam,9,,2 ,,7,,0,,,,,, ,
225,Niue,9,, ,,8,+1,1,,"5,468",,,,"1,646 ",Australia/Oceania
226,Micronesia,7,, ,,1,,6,,60,,,,"117,236 ",Australia/Oceania
227,Nauru,5,, ,,3,,2,,457,,,,"10,949 ",Australia/Oceania
228,Saint Helena,2,, ,,2,,0,,327,,,,"6,110 ",Africa
